id,name,x,y,faction1,faction2,faction3,faction4,indType,factories,polType
1692,Metter,533.260,-98.012,FS,Crucis March,Minette Operational Area,Anjin Muerto Combat Region,Other,0,Other
1693,Mezzana,-357.524,84.740,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
1694,Miaplacidus,-62.556,-56.920,FWL,Marik Commonwealth,null,null,Other,0,Other
1695,Micanos,679.862,17.150,I,null,null,null,Other,0,Other
1696,Michtal,561.771,263.415,null,null,null,null,Other,0,Other
1697,Mickleover,-474.103,358.896,null,null,null,null,Other,0,Other
1698,Midale,189.473,-362.215,FS,Capellan March,Taygeta Operational Area,Altair PDZ,Other,0,Other
1699,Midkiff,-198.534,-111.950,FWL,Marik Commonwealth,null,null,Other,0,Other
1700,Midthun,74.400,-384.040,null,null,null,null,Other,0,Other
1701,Midway,247.633,203.129,DC,Galedon Military District,Oshika Prefecture,null,Other,0,Other
1702,Millerton,-343.250,285.329,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
1703,Milligan,475.095,38.728,FS,Draconis March,Woodbine Operational Area,Milligan PDZ,Other,0,Other
1704,Milligan's World,450.536,217.364,OA,Cerberus Province,null,null,Other,0,Other
1705,Millray,610.546,31.752,FS,Draconis March,Woodbine Operational Area,Kilbourne PDZ,Other,0,Other
1706,Millungera,-282.593,-72.162,FWL,Duchy of Tamarind,null,null,Other,0,Other
1707,Milnerton,-85.306,-232.471,FWL,Duchy of Oriente,null,null,Other,0,Other
1708,Milos,57.639,-225.235,CC,St. Ives Commonality,Region 1,null,Other,0,Other
1709,Milton,-64.371,2.798,LC,Federation of Skye,Isle of Skye,null,Other,0,Other
1710,Milvano,-463.101,20.389,null,null,null,null,Other,0,Other
1711,Minakuchi,63.844,116.530,DC,Benjamin Military District,Benjamin Prefecture,null,Other,0,Other
1712,Minderoo,-255.625,155.048,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
1713,Mindrel,547.504,207.411,null,null,null,null,Other,0,Other
1714,Minette,471.612,-109.702,FS,Crucis March,Minette Operational Area,Point Barrow Combat Region,Other,0,Minor Capital
1715,Minnacora,77.285,-170.624,CC,Capella Commonality,Region 4,null,Other,0,Other
1716,Minowa,183.519,157.407,DC,Benjamin Military District,Benjamin Prefecture,null,Other,0,Other
1717,Miquelon,-285.855,300.837,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
1718,Mira,103.393,-52.004,FS,Capellan March,Kathil Operational Area,Valexa PDZ,Other,0,Other
1719,Mirach,108.822,-26.926,FS,Draconis March,Robinson Operational Area,Kentares PDZ,Other,0,Other
1720,Mirage,475.103,15.463,FS,Draconis March,Woodbine Operational Area,Mayetta PDZ,Other,0,Other
1721,Misery,274.256,84.992,DC,Galedon Military District,Matsuida Prefecture,null,Other,0,Other
1722,Mishkadrill,509.843,86.018,OA,Ramora Province,null,null,Other,0,Other
1723,Mississauga,-224.909,294.635,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
1724,Mitchel,108.814,-328.313,CC,Sian Commonality,Region 11,null,Other,0,Other
1725,Mitchella,481.006,141.717,OA,Alpheratz Province,null,null,Minor Industrial,1,Other
1726,Mithron,224.445,-363.581,TC,Hyades Union,null,null,Other,0,Other
1727,Miyada,310.184,245.005,DC,Galedon Military District,New Samarkand Prefecture,null,Other,0,Other
1728,Miyako,245.420,237.749,null,null,null,null,Other,0,Other
1729,Miyazaki,51.427,57.508,null,null,null,null,Other,0,Other
1730,Mizar,-54.548,20.628,LC,Federation of Skye,Isle of Skye,null,Other,0,Other
1731,Mizt,632.616,251.086,null,null,null,null,Other,0,Other
1732,Mizunami,345.600,232.081,DC,Galedon Military District,New Samarkand Prefecture,null,Other,0,Other
1733,Mkuranga,-160.780,317.382,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
1734,Modesto,-142.027,-536.497,null,null,null,null,Other,0,Other
1735,Mogabouti,-365.661,384.661,null,null,null,null,Other,0,Other
1736,Mogyorod,-214.005,377.100,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
1737,Mohács,-267.779,-180.673,null,null,null,null,Other,0,Other
1738,Mokane,427.022,-23.051,FS,Crucis March,Minette Operational Area,Tsamma Combat Region,Other,0,Other
1739,Mokpo,232.824,221.259,null,null,null,null,Other,0,Other
1740,Molino,460.355,-134.743,FS,Crucis March,Minette Operational Area,Point Barrow Combat Region,Other,0,Other
1741,Molokai,-256.219,-194.215,FWL,Principality of Gibson,null,null,Other,0,Other
1742,Mondra,-317.016,-403.337,null,null,null,null,Other,0,Other
1743,Monhegan,116.047,-184.100,FS,Capellan March,Kathil Operational Area,Alcyone PDZ,Other,0,Other
1744,Monistrol,159.481,123.509,DC,Benjamin Military District,Irurzun Prefecture,null,Other,0,Other
1745,Monongahela,164.910,-165.769,FS,Capellan March,Kathil Operational Area,Kathil PDZ,Other,0,Other
1746,Monroe,403.245,-44.769,FS,Crucis March,Minette Operational Area,Tsamma Combat Region,Other,0,Other
1747,Montcoal,247.892,-168.347,FS,Crucis March,Markesan Operational Area,New Avalon Combat Region,Other,0,Other
1748,Monthey,-504.792,53.376,null,null,null,null,Other,0,Other
1749,Montmarault,-59.198,263.094,LC,Tamar Pact,Tamar Domains,null,Other,0,Other
1750,Montour,348.702,-328.614,FS,Crucis March,Chirikof Operational Area,Islamabad Combat Region,Other,0,Other
1751,Montsegur,-253.087,383.132,null,null,null,null,Other,0,Other
1752,Monywa,348.960,265.681,DC,Pesht Military District,Kagoshima Prefecture,null,Other,0,Other
1753,Moore,5.683,64.061,DC,Dieron Military District,Al Na'ir Prefecture,null,Other,0,Other
1754,Moravian,109.081,-132.368,FS,Capellan March,Kathil Operational Area,Valexa PDZ,Other,0,Other
1755,Mordialloc,219.972,-263.495,FS,Capellan March,Taygeta Operational Area,New Syrtis PDZ,Other,0,Other
1756,Morgan's Holdfast,672.605,-192.835,TD,null,null,null,Other,0,Other
1757,Morges,-141.416,283.196,LC,Tamar Pact,Tamar Domains,null,Other,0,Other
1758,Moriguchi,-365.254,290.245,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
1759,Moritz,-32.316,319.450,DC,Rasalhague Military District,Radstadt Prefecture,null,Other,0,Other
1760,Morningside,-35.677,167.973,LC,Tamar Pact,Tamar Domains,null,Other,0,Other
1761,Morrigan,-333.150,71.818,null,null,null,null,Other,0,Other
1762,Morrill,396.010,31.749,FS,Draconis March,Woodbine Operational Area,Bremond PDZ,Other,0,Other
1763,Morthac,442.736,174.363,OA,Ramora Province,null,null,Other,0,Other
1764,Morven,544.367,-147.132,FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region,Other,0,Other
1765,Mosiro,-65.144,-280.742,FWL,Mosiro Archipelago,null,null,Other,0,Other
1766,Moultrie,471.744,-170.624,FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region,Other,0,Other
1767,Mozirje,-38.788,362.104,DC,Rasalhague Military District,Kirchbach Prefecture,null,Other,0,Other
1768,Mualang,96.414,265.681,DC,Pesht Military District,Kagoshima Prefecture,null,Other,0,Other
1769,Multan,363.699,329.015,DC,Pesht Military District,Qandahar Prefecture,null,Other,0,Other
1770,Mumbai,25.302,-248.926,null,null,null,null,Other,0,Other
1771,Mundrabilla,-247.892,-108.382,FWL,null,null,null,Other,0,Other
1772,Muphrid,-27.402,15.207,LC,Federation of Skye,Isle of Skye,null,Other,0,Other
1773,Murchison,74.697,19.855,DC,Dieron Military District,Ashio Prefecture,null,Other,0,Other
1774,Muridox,106.492,-382.137,CC,Sian Commonality,Region 12,null,Other,0,Other
1775,Murmansk,320.533,221.949,null,null,null,null,Other,0,Other
1776,Muroto,212.518,182.926,null,null,null,null,Other,0,Other
1777,Murris,52.218,-379.328,null,null,null,null,Other,0,Other
1778,Muscida,-139.559,-182.321,FWL,Principality of Regulus,null,null,Other,0,Other
1779,Muskegon,164.540,-99.254,FS,Crucis March,Markesan Operational Area,Achemar Combat Region,Other,0,Other
1780,Muswell,35.241,289.645,null,null,null,null,Other,0,Other
1781,Myrrdin,-388.534,62.774,null,null,null,null,Other,0,Other
1782,Myrvoll,-17.664,-88.598,null,null,null,null,Other,0,Other
1783,Mytilene,151.165,-135.630,null,null,null,null,Other,0,Other
1784,Naco,-522.162,232.813,null,null,null,null,Other,0,Other
1785,Nadrin,313.287,152.719,DC,Galedon Military District,Matsuida Prefecture,null,Other,0,Other
1786,Nagel,470.969,6.414,FS,Draconis March,Woodbine Operational Area,Mayetta PDZ,Other,0,Other
1787,Nahoni,245.821,-198.575,FS,Crucis March,Chirikof Operational Area,Remagen Combat Region,Other,0,Other
1788,Naikongzu,527.113,360.780,null,null,null,null,Other,0,Other
1789,Naissus,-347.184,-162.059,null,null,null,null,Other,0,Other
1790,Nai-Stohl,1.500,72.395,null,null,null,null,Other,0,Other
1791,Najha,35.666,211.136,DC,Benjamin Military District,Buckminster Prefecture,null,Other,0,Other
1792,Naka Pabni,377.913,-291.644,FS,Crucis March,Chirikof Operational Area,Islamabad Combat Region,Other,0,Other
1793,Nakaojo,287.181,183.226,DC,Galedon Military District,New Samarkand Prefecture,null,Other,0,Other
1794,Nam Dinh,-66.678,-251.434,null,null,null,null,Other,0,Other
1795,Namen,171.967,-215.705,null,null,null,null,Other,0,Other
1796,Nanking,22.742,-51.745,CC,Tikonov Commonality,Region 5,null,Minor Industrial,1,Other
1797,Nara,292.706,296.543,null,null,null,null,Other,0,Other
1798,Narellan,170.602,-253.882,FS,Capellan March,Taygeta Operational Area,Altair PDZ,Other,0,Other
1799,Naryn,-37.191,-361.153,null,null,null,null,Other,0,Other
1800,Nashira,47.655,33.587,DC,Dieron Military District,Al Na'ir Prefecture,null,Other,0,Other
1801,Nashuar,97.583,-202.102,CC,St. Ives Commonality,Region 2,null,Other,0,Other
1802,Nathan,-67.217,-49.158,FWL,null,null,null,Other,0,Other
1803,Necedah,353.876,-8.057,FS,Crucis March,Markesan Operational Area,Kestrel Combat Region,Other,0,Other
1804,Necromo,102.876,-188.465,CC,Capella Commonality,Region 4,null,Other,0,Other
1805,Neerabup,-339.188,333.668,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
1806,Negushevo,-286.954,-273.801,FWL,Rim Commonality,null,null,Other,0,Other
1807,Nekkar,-93.579,96.371,LC,Federation of Skye,Virginia Shire,null,Other,0,Other
1808,Neosho,549.801,-25.640,FS,Draconis March,Woodbine Operational Area,Milligan PDZ,Other,0,Other
1809,Nerum,610.815,264.269,null,null,null,null,Other,0,Other
1810,Nestor,-170.584,-25.895,FWL,null,null,null,Other,0,Other
1811,New Aberdeen,256.932,78.276,FS,Draconis March,Robinson Operational Area,Raman PDZ,Other,0,Other
1812,New Abilene,-71.642,-450.564,MOC,null,null,null,Other,0,Other
1813,New Ålborg,-112.262,447.541,null,null,null,null,Other,0,Other
1814,New Aragon,69.535,-88.191,FS,Capellan March,Kathil Operational Area,Valexa PDZ,Other,0,Other
1815,New Athens,59.751,-129.939,null,null,null,null,Other,0,Other
1816,New Avalon,266.497,-110.836,FS,Crucis March,Markesan Operational Area,New Avalon Combat Region,Major Industrial,4,Faction Capital
1817,New Bergen,19.382,402.946,DC,Rasalhague Military District,Radstadt Prefecture,null,Other,0,Other
1818,New Britain,33.896,33.940,null,null,null,null,Other,0,Other
1819,New Caledonia,-59.198,405.533,DC,Rasalhague Military District,Kirchbach Prefecture,null,Other,0,Other
1820,New Canton,8.269,-72.946,CC,Tikonov Commonality,Region 8,null,Other,0,Other
1821,New Capetown,-252.057,260.773,LC,¡Protectorate of Donegal,Coventry Province,null,Other,0,Other
1822,New Ceylon,148.306,433.569,null,null,null,null,Other,0,Other
1823,New Crete,39.825,-200.511,null,null,null,null,Other,0,Other
1824,New Dallas,-54.993,-25.456,null,null,null,null,Other,0,Other
1825,New Damascus,273.999,-206.602,FS,Crucis March,Chirikof Operational Area,Remagen Combat Region,Other,0,Other
1826,New Delos,-38.009,-140.692,FWL,The Protectorate,null,null,Other,0,Other
1827,New Exford,-137.281,243.193,LC,District of Donegal,District of Donegal,null,Other,0,Other
1828,New Florence,90.612,-11.639,null,null,null,null,Other,0,Other
1829,New Galicia,-364.780,-217.920,null,null,null,null,Other,0,Other
1830,New Ganymede,197.420,-377.374,TC,Hyades Union,null,null,Other,0,Other
1831,New Gascony,662.624,-261.238,TD,null,null,null,Other,0,Other
1832,New Hati,652.286,-246.903,TD,null,null,null,Other,0,Other
1833,New Hessen,84.005,-57.121,CC,Tikonov Commonality,Region 7,null,Other,0,Other
1834,New Home,7.229,-12.715,CC,Tikonov Commonality,Region 1,null,Other,0,Other
1835,New Hope,-113.194,-32.874,FWL,Silver Hawks Coalition,null,null,Other,0,Other
1836,New India,-458.313,47.517,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
1837,New Ivaarsen,226.948,34.591,FS,Draconis March,Robinson Operational Area,Le Blanc PDZ,Other,0,Other
1838,New Kyoto,-125.729,11.811,LC,Federation of Skye,Rahneshire,null,Other,0,Other
1839,New Macao,77.542,-122.354,CC,Sarna Commonality,Region 5,null,Other,0,Other
1840,New Mendham,179.124,59.401,DC,Benjamin Military District,Irurzun Prefecture,null,Other,0,Other
1841,New Olympia,-150.168,-130.286,FWL,Marik Commonwealth,null,null,Other,0,Other
1842,New Oslo,15.246,386.145,DC,Rasalhague Military District,Radstadt Prefecture,null,Minor Industrial,1,Other
1843,New Port Royal,658.457,-211.158,TD,null,null,null,Other,0,Other
1844,New Praha,-104.535,-175.749,null,null,null,null,Other,0,Other
1845,New Rhodes,102.361,-15.815,FS,Draconis March,Robinson Operational Area,Kentares PDZ,Other,0,Other
1846,New Roland,-8.023,-401.262,CC,Sian Commonality,Region 15,null,Other,0,Other
1847,New Sagan,79.871,-177.661,CC,Capella Commonality,Region 4,null,Other,0,Other
1848,New Samarkand,359.452,248.589,DC,Galedon Military District,New Samarkand Prefecture,null,Minor Industrial,1,Minor Capital
1849,New Sapporo,332.956,417.297,null,null,null,null,Other,0,Other
1850,New Sarna,-2.852,-152.286,CC,Sarna Commonality,Region 6,null,Other,0,Other
1851,New Sarum,228.756,424.374,null,null,null,null,Other,0,Other
1852,New Stevens,22.346,-6.068,null,null,null,null,Other,0,Other
1853,New Sumatra,139.374,64.378,null,null,null,null,Other,0,Other
1854,New Syrtis,231.063,-296.899,FS,Capellan March,Taygeta Operational Area,New Syrtis PDZ,Minor Industrial,2,Major Capital
1855,New Troy,-51.105,-259.908,null,null,null,null,Other,0,Other
1856,New Valencia,219.972,-50.015,FS,Crucis March,Markesan Operational Area,Achemar Combat Region,Other,0,Other
1857,New Vallis,191.796,-375.560,TC,Hyades Union,null,null,Other,0,Other
1858,New Vandenburg,155.862,-405.627,TC,Hyades Union,null,null,Other,0,Other
1859,New Wessex,-12.415,113.430,DC,Dieron Military District,Vega Prefecture,null,Other,0,Other
1860,New Westin,38.253,-241.987,CC,Sian Commonality,Region 4,null,Other,0,Other
1861,Newcastle,-208.644,-180.737,FWL,null,null,null,Other,0,Other
1862,Newton,317.412,-30.540,FS,Crucis March,Markesan Operational Area,Kestrel Combat Region,Other,0,Other
1863,Newtown Square,-228.268,393.123,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
1864,Nexus Ri,417.205,207.867,null,null,null,null,Other,0,Other
1865,Ngake,-173.952,-198.575,FWL,Principality of Regulus,null,null,Other,0,Other
1866,Niangol,-374.275,242.936,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
1867,Nichol's Rest,-265.873,69.612,null,null,null,null,Other,0,Other
1868,Nightwish,-446.895,4.260,null,null,null,null,Other,0,Other
1869,Nihal,43.933,-310.771,CC,Sian Commonality,Region 8,null,Other,0,Other
1870,Niihau,-237.585,-79.925,FWL,null,null,null,Other,0,Other
1871,Niles,398.587,119.892,FS,Draconis March,Woodbine Operational Area,Bryceland PDZ,Other,0,Other
1872,Ningpo,54.279,-66.743,CC,Tikonov Commonality,Region 10,null,Other,0,Other
1873,Ningxia,314.874,313.336,DC,Pesht Military District,Ningxia Prefecture,null,Other,0,Minor Capital
1874,Niomede,-0.273,-349.524,CC,Sian Commonality,Region 7,null,Other,0,Other
1875,Niops,-374.013,-263.173,I,null,null,null,Other,0,Other
1876,Niquinohomo,407.636,-226.723,FS,Crucis March,Chirikof Operational Area,Remagen Combat Region,Other,0,Other
1877,Nirasaki,34.378,19.339,DC,Dieron Military District,Al Na'ir Prefecture,null,Other,0,Other
1878,Nis,249.839,-187.993,null,null,null,null,Other,0,Other
1879,Nito,-557.011,226.976,null,null,null,null,Other,0,Other
1880,Nizina,309.671,-228.311,FS,Crucis March,Chirikof Operational Area,Remagen Combat Region,Other,0,Other
1881,No Return,56.332,-177.360,CC,Capella Commonality,Region 3,null,Other,0,Other
1882,Noatak,330.860,-213.841,FS,Crucis March,Chirikof Operational Area,Remagen Combat Region,Other,0,Other
1883,Nobel,-166.405,-426.654,null,null,null,null,Other,0,Other
1884,Nockatunga,-289.027,-54.076,FWL,null,null,null,Other,0,Other
1885,Nogales,269.688,-218.378,null,null,null,null,Other,0,Other
1886,Noh-wan Hohm,155.019,-178.376,null,null,null,null,Other,0,Other
1887,Noisiel,-308.362,148.073,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
1888,Non Diz,146.985,-369.067,null,null,null,null,Other,0,Other
1889,Nopah,57.123,-33.649,FS,Draconis March,Robinson Operational Area,Addicks PDZ,Other,0,Other
1890,Norfolk,-221.827,-179.941,FWL,null,null,null,Other,0,Other
1891,Norman's World,330.482,-353.598,TC,Perdition Union,null,null,Other,0,Other
1892,Norn,-54.816,395.970,DC,Rasalhague Military District,Kirchbach Prefecture,null,Other,0,Other
1893,Northfield,279.421,-75.525,FS,Crucis March,Markesan Operational Area,Kestrel Combat Region,Other,0,Other
1894,Northsun,503.506,213.818,null,null,null,null,Other,0,Other
1895,Northwind,34.118,-2.891,FS,Draconis March,Robinson Operational Area,Addicks PDZ,Other,0,Other
1896,Notwina,294.932,-193.916,FS,Crucis March,Chirikof Operational Area,Remagen Combat Region,Other,0,Other
1897,Nouasseur,-351.270,262.321,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
1898,Nouveau Toulouse,284.343,60.729,null,null,null,null,Other,0,Other
1899,Nova Roma,-83.252,-133.950,FWL,The Protectorate,null,null,Other,0,Other
1900,Novara,-366.330,115.646,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
1901,Novaya Zemlya,180.681,-183.311,FS,Capellan March,Kathil Operational Area,Kathil PDZ,Other,0,Other
1902,Novo Franklin,667.892,61.542,I,null,null,null,Other,0,Other
1903,Novo Tressida,-172.349,-493.212,MOC,null,null,null,Other,0,Other
1904,Nowhere,369.120,403.203,DC,Pesht Military District,Qandahar Prefecture,null,Other,0,Other
1905,Nox,13.177,239.832,DC,Rasalhague Military District,Rubigen Prefecture,null,Other,0,Other
1906,Nuelson Minor,-345.717,171.896,null,null,null,null,Other,0,Other
1907,Nukus,-2.093,-320.600,null,null,null,null,Other,0,Other
1908,Nullarbor,-158.491,-250.314,FWL,null,null,null,Other,0,Other
1909,Numenor,283.820,-107.590,FS,Crucis March,Markesan Operational Area,New Avalon Combat Region,Other,0,Other
1910,Numki,49.098,201.061,DC,Benjamin Military District,Buckminster Prefecture,null,Other,0,Other
1911,Nuneaton,-335.520,141.867,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
1912,Nunivak,322.070,-188.264,FS,Crucis March,Chirikof Operational Area,Remagen Combat Region,Other,0,Other
1913,Nusakan,-34.772,43.290,LC,Federation of Skye,Isle of Skye,null,Other,0,Other
1914,Nyasa,-413.731,394.298,null,null,null,null,Other,0,Other
1915,Nykvarn,123.295,388.723,DC,Rasalhague Military District,Trondheim Prefecture,null,Other,0,Other
1916,Oberon,-111.419,473.251,OC,null,null,null,Other,0,Faction Capital
1917,Obrenovac,-187.432,-335.553,FWL,null,null,null,Other,0,Other
1918,Oceana,-96.423,-108.084,FWL,null,null,null,Other,0,Other
1919,Odabasi,71.079,213.725,DC,Benjamin Military District,Buckminster Prefecture,null,Other,0,Other
1920,Odawara,235.801,265.691,null,null,null,null,Other,0,Other
1921,Odell,250.477,-97.499,FS,Crucis March,Markesan Operational Area,New Avalon Combat Region,Other,0,Other
1922,Odessa,-120.727,185.545,LC,Protectorate of Donegal,District of Donegal,null,Other,0,Other
1923,O'Fallon,313.545,-83.285,FS,Crucis March,Markesan Operational Area,Kestrel Combat Region,Other,0,Other
1924,Offerman,573.321,-52.260,FS,Crucis March,Minette Operational Area,Anjin Muerto Combat Region,Other,0,Other
1925,Ogano,82.973,211.138,DC,Benjamin Military District,Buckminster Prefecture,null,Other,0,Other
1926,Ogilvie,195.764,-232.045,FS,Capellan March,Taygeta Operational Area,New Syrtis PDZ,Other,0,Other
1927,Ohrensen,-16.290,-121.760,FWL,Ohren Province,null,null,Other,0,Other
1928,Okains,241.171,-268.649,FS,Capellan March,Taygeta Operational Area,New Syrtis PDZ,Other,0,Other
1929,Okaya,108.911,38.039,null,null,null,null,Other,0,Other
1930,Okefenokee,606.925,-67.511,FS,Crucis March,Minette Operational Area,Anjin Muerto Combat Region,Other,0,Other
1931,Olafsvik,-176.532,-239.114,FWL,Regulan Free States,null,null,Other,0,Other
1932,Olancha,167.241,-6.510,FS,Draconis March,Robinson Operational Area,Kentares PDZ,Other,0,Other
1933,Old Canton,393.593,260.655,null,null,null,null,Other,0,Other
1934,Old Kentucky,2.063,-141.685,CC,Sarna Commonality,Region 6,null,Other,0,Other
1935,Oldsmith,306.330,88.669,null,null,null,null,Other,0,Other
1936,Oli,136.498,-151.263,null,null,null,null,Other,0,Other
1937,Oligar,89.777,-270.835,null,null,null,null,Other,0,Other
1938,Olindo,463.209,-234.754,FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region,Other,0,Other
1939,Oliver,-31.803,-7.025,FWL,null,null,null,Minor Industrial,1,Other
1940,Oltepesi,252.540,-276.680,FS,Capellan March,Taygeta Operational Area,New Syrtis PDZ,Other,0,Other
1941,Omagh,152.760,211.396,DC,Benjamin Military District,Xinyang Prefecture,null,Other,0,Other
1942,Onverwacht,679.529,157.619,null,null,null,null,Other,0,Other
1943,Oporto,-449.954,307.611,null,null,null,null,Other,0,Other
1944,Orbisonia,150.173,-155.163,FS,Capellan March,Kathil Operational Area,Valexa PDZ,Other,0,Other
1945,Ordino,42.016,-362.735,null,null,null,null,Other,0,Other
1946,Orestes,-26.121,167.591,DC,Rasalhague Military District,Rubigen Prefecture,null,Other,0,Other
1947,Organo,355.767,-347.000,TC,TC,TC,null,Other,0,Other
1948,Oriente,-76.278,-211.423,FWL,Duchy of Oriente,null,null,Other,0,Major Capital
1949,Orkney,-48.602,234.925,LC,Tamar Pact,Tamar Domains,null,Other,0,Other
1950,Ormal,420.005,-68.215,null,null,null,null,Other,0,Other
1951,Ormstown,-438.887,193.565,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
1952,Oshika,239.151,176.676,DC,Galedon Military District,Oshika Prefecture,null,Other,0,Minor Capital
1953,Osmus Saar,149.400,173.921,DC,Benjamin Military District,Benjamin Prefecture,null,Other,0,Other
1954,Osset,458.470,227.929,null,null,null,null,Other,0,Other
1955,Osumi,74.109,138.808,null,null,null,null,Other,0,Other
1956,Otho,78.418,176.289,DC,Benjamin Military District,Buckminster Prefecture,null,Other,0,Other
1957,Otisberg,-486.472,125.070,I,null,null,null,Other,0,Other
1958,Ottumwa,398.587,33.295,FS,Draconis March,Woodbine Operational Area,Bremond PDZ,Other,0,Other
1959,Ouagadougou,217.462,413.615,null,null,null,null,Other,0,Other
1960,Ourem,658.885,293.361,null,null,null,null,Other,0,Other
1961,Outer Volta,155.338,317.926,DC,Pesht Military District,Kagoshima Prefecture,null,Other,0,Other
1962,Outpost,15.246,426.466,DC,Rasalhague Military District,Kirchbach Prefecture,null,Other,0,Other
1963,Outreach,-3.109,-34.688,CC,Tikonov Commonality,Region 4,null,Other,0,Other
1964,Ovan,30.493,-205.809,CC,Capella Commonality,Region 7,null,Other,0,Other
1965,Overton,46.252,-207.890,CC,Capella Commonality,Region 7,null,Other,0,Other
1966,Oyevaina,37.670,264.054,null,null,null,null,Other,0,Other
1967,Ozawa,84.778,2.798,FS,Draconis March,Robinson Operational Area,Addicks PDZ,Other,0,Other
1968,Paches,154.560,-142.767,null,null,null,null,Other,0,Other
1969,Paf,188.686,-436.115,null,null,null,null,Other,0,Other
1970,Pajarito,479.751,77.243,FS,Draconis March,Woodbine Operational Area,Bryceland PDZ,Other,0,Other
1971,Palladaine,-3.109,-287.978,CC,Sian Commonality,Region 2,null,Other,0,Other
1972,Palladix,-241.378,-409.228,MOC,null,null,null,Other,0,Other
1973,Palm,-101.773,-469.906,MOC,null,null,null,Other,0,Other
1974,Palmyra,450.800,-25.893,FS,Crucis March,Minette Operational Area,Tsamma Combat Region,Other,0,Other
1975,Palos,50.695,-124.723,CC,Sarna Commonality,Region 4,null,Other,0,Other
1976,Pandora,-84.553,234.789,LC,Tamar Pact,Tamar Domains,null,Minor Industrial,2,Other
1977,Pangkalan,-249.288,364.973,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
1978,Panjang,-297.757,-181.724,FWL,null,null,null,Other,0,Other
1979,Panpour,342.497,-292.438,FS,Crucis March,Chirikof Operational Area,Islamabad Combat Region,Minor Industrial,1,Other
1980,Panzyr,86.771,-429.617,AuC,null,null,null,Other,0,Other
1981,Paracale,99.764,215.569,DC,Benjamin Military District,Benjamin Prefecture,null,Other,0,Other
1982,Paradise,-239.908,-126.401,FWL,Duchy of Graham-Marik,null,null,Other,0,Other
1983,Parakoila,-132.333,322.815,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
1984,Paran,-205.280,548.708,CI,null,null,null,Other,0,Other
1985,Pardeau,-149.634,-5.173,null,null,null,null,Other,0,Other
1986,Parian,187.351,-382.625,null,null,null,null,Other,0,Other
1987,Paris,191.792,47.517,DC,Benjamin Military District,Irurzun Prefecture,null,Other,0,Other
1988,Park Place,-29.471,-110.958,FWL,null,null,null,Other,0,Other
1989,Parma,359.813,-52.260,FS,Crucis March,Markesan Operational Area,Kestrel Combat Region,Other,0,Other
1990,Parvan,-465.129,142.848,null,null,null,null,Other,0,Other
1991,Pascagoula,429.611,57.340,FS,Draconis March,Woodbine Operational Area,Bryceland PDZ,Other,0,Other
1992,Pasemah,-513.090,180.875,null,null,null,null,Other,0,Other
1993,Pasig,-165.232,332.632,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
1994,Patan,92.955,-261.969,null,null,null,null,Other,0,Other
1995,Pattison,587.659,54.501,FS,Draconis March,Woodbine Operational Area,Kilbourne PDZ,Other,0,Other
1996,Pattonsbrug,377.137,-5.995,FS,Crucis March,Markesan Operational Area,Kestrel Combat Region,Other,0,Other
1997,Paulding,305.003,-101.143,FS,Crucis March,Markesan Operational Area,New Avalon Combat Region,Other,0,Other
1998,Paulus Prime,-73.035,480.162,OC,null,null,null,Other,0,Other
1999,Pavia,-65.720,-112.027,null,null,null,null,Other,0,Other
2000,Payia,35.240,-406.484,null,null,null,null,Other,0,Other
2001,Payvand,-202.400,-317.216,FWL,null,null,null,Other,0,Other
2002,Peabody,330.604,-23.569,FS,Crucis March,Markesan Operational Area,Kestrel Combat Region,Other,0,Other
2003,Peacock,136.476,183.999,DC,Benjamin Military District,Benjamin Prefecture,null,Other,0,Other
2004,Pec,-156.612,-224.803,null,null,null,null,Other,0,Other
2005,Pell,16.092,-334.880,null,null,null,null,Other,0,Other
2006,Pella,-30.504,-227.021,CC,Sian Commonality,Region 1,null,Other,0,Other
2007,Pencader,-350.486,-52.774,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
